url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,Length,BPM
http://www.billboard.com/charts/hot-100/2016-09-17,9/17/2016,10,Needed Me,Rihanna,Needed MeRihanna,1,11,7,31,3:11,111
http://www.billboard.com/charts/hot-100/2016-09-24,9/24/2016,10,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,We Don't Talk AnymoreCharlie Puth Featuring Selena Gomez,2,12,10,14,3:37,100
http://www.billboard.com/charts/hot-100/2016-10-01,10/1/2016,10,Send My Love (To Your New Lover),Adele,Send My Love (To Your New Lover)Adele,2,8,8,18,3:43,164
http://www.billboard.com/charts/hot-100/2016-10-08,10/8/2016,10,This Is What You Came For,Calvin Harris Featuring Rihanna,This Is What You Came ForCalvin Harris Featuring Rihanna,1,7,3,21,3:42,124
http://www.billboard.com/charts/hot-100/2016-10-15,10/15/2016,10,This Is What You Came For,Calvin Harris Featuring Rihanna,This Is What You Came ForCalvin Harris Featuring Rihanna,1,10,3,22,3:42,124
http://www.billboard.com/charts/hot-100/2016-10-22,10/22/2016,10,I Hate U I Love U,gnash Featuring Olivia O'Brien,I Hate U I Love Ugnash Featuring Olivia O'Brien,1,13,10,25,4:11,93
http://www.billboard.com/charts/hot-100/2016-10-29,10/29/2016,10,Side To Side,Ariana Grande Featuring Nicki Minaj,Side To SideAriana Grande Featuring Nicki Minaj,1,12,10,7,3:46,159
http://www.billboard.com/charts/hot-100/2016-11-05,11/5/2016,10,Treat You Better,Shawn Mendes,Treat You BetterShawn Mendes,1,8,6,20,3:07,83
http://www.billboard.com/charts/hot-100/2016-11-12,11/12/2016,10,I Hate U I Love U,gnash Featuring Olivia O'Brien,I Hate U I Love Ugnash Featuring Olivia O'Brien,1,11,10,28,4:11,93
http://www.billboard.com/charts/hot-100/2016-11-19,11/19/2016,10,Fake Love,Drake,Fake LoveDrake,1,24,10,2,3:30,134
http://www.billboard.com/charts/hot-100/2016-11-26,11/26/2016,10,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,Don't Wanna KnowMaroon 5 Featuring Kendrick Lamar,1,11,9,5,3:34,100
http://www.billboard.com/charts/hot-100/2016-12-03,12/3/2016,10,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,Don't Wanna KnowMaroon 5 Featuring Kendrick Lamar,1,10,9,6,3:34,100
http://www.billboard.com/charts/hot-100/2016-12-10,12/10/2016,10,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,Don't Wanna KnowMaroon 5 Featuring Kendrick Lamar,1,10,9,7,3:34,100
http://www.billboard.com/charts/hot-100/2016-12-17,12/17/2016,10,Broccoli,D.R.A.M. Featuring Lil Yachty,BroccoliD.R.A.M. Featuring Lil Yachty,1,9,5,25,3:45,146
http://www.billboard.com/charts/hot-100/2016-12-24,12/24/2016,10,Bad Things,Machine Gun Kelly x Camila Cabello,Bad ThingsMachine Gun Kelly x Camila Cabello,2,17,10,6,3:59,138
http://www.billboard.com/charts/hot-100/2016-12-31,12/31/2016,10,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,Don't Wanna KnowMaroon 5 Featuring Kendrick Lamar,1,7,7,10,3:34,100
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/2017,10,Fake Love,Drake,Fake LoveDrake,1,12,10,9,3:30,134
http://www.billboard.com/charts/hot-100/2017-01-14,1/14/2017,10,Broccoli,D.R.A.M. Featuring Lil Yachty,BroccoliD.R.A.M. Featuring Lil Yachty,1,15,5,29,3:45,146
http://www.billboard.com/charts/hot-100/2017-01-21,1/21/2017,10,Bad Things,Machine Gun Kelly x Camila Cabello,Bad ThingsMachine Gun Kelly x Camila Cabello,2,12,9,10,3:59,138
http://www.billboard.com/charts/hot-100/2017-01-28,1/28/2017,10,Bad Things,Machine Gun Kelly x Camila Cabello,Bad ThingsMachine Gun Kelly x Camila Cabello,2,10,9,11,3:59,138
http://www.billboard.com/charts/hot-100/2017-02-04,2/4/2017,10,24K Magic,Bruno Mars,24K MagicBruno Mars,1,7,4,15,3:45,107
http://www.billboard.com/charts/hot-100/2017-02-11,2/11/2017,10,Scars To Your Beautiful,Alessia Cara,Scars To Your BeautifulAlessia Cara,1,13,10,22,3:50,97
http://www.billboard.com/charts/hot-100/2017-02-18,2/18/2017,10,Scars To Your Beautiful,Alessia Cara,Scars To Your BeautifulAlessia Cara,1,10,10,23,3:50,97
http://www.billboard.com/charts/hot-100/2017-02-25,2/25/2017,10,Paris,The Chainsmokers,ParisThe Chainsmokers,1,11,7,4,3:41,100
http://www.billboard.com/charts/hot-100/2017-03-04,3/4/2017,10,Bounce Back,Big Sean,Bounce BackBig Sean,1,6,6,15,3:42,81
http://www.billboard.com/charts/hot-100/2017-03-11,3/11/2017,10,Bad Things,Machine Gun Kelly x Camila Cabello,Bad ThingsMachine Gun Kelly x Camila Cabello,2,6,4,17,3:59,138
http://www.billboard.com/charts/hot-100/2017-03-18,3/18/2017,10,Closer,The Chainsmokers Featuring Halsey,CloserThe Chainsmokers Featuring Halsey,1,5,1,31,4:04,95
http://www.billboard.com/charts/hot-100/2017-03-25,3/25/2017,10,Closer,The Chainsmokers Featuring Halsey,CloserThe Chainsmokers Featuring Halsey,1,10,1,32,4:04,95
http://www.billboard.com/charts/hot-100/2017-04-01,4/1/2017,10,iSpy,KYLE Featuring Lil Yachty,iSpyKYLE Featuring Lil Yachty,1,14,10,12,4:13,75
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,10,Paris,The Chainsmokers,ParisThe Chainsmokers,1,9,6,10,3:41,100
http://www.billboard.com/charts/hot-100/2017-04-15,4/15/2017,10,Passionfruit,Drake,PassionfruitDrake,1,8,8,2,4:58,112
http://www.billboard.com/charts/hot-100/2017-04-22,4/22/2017,10,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,RockabyeClean Bandit Featuring Sean Paul & Anne-Marie,1,11,9,18,4:11,102
http://www.billboard.com/charts/hot-100/2017-04-29,4/29/2017,10,Paris,The Chainsmokers,ParisThe Chainsmokers,1,9,6,13,3:41,100
http://www.billboard.com/charts/hot-100/2017-05-06,5/6/2017,10,XO TOUR Llif3,Lil Uzi Vert,XO TOUR Llif3Lil Uzi Vert,1,8,8,4,3:02,155
http://www.billboard.com/charts/hot-100/2017-05-13,5/13/2017,10,It Ain't Me,Kygo x Selena Gomez,It Ain't MeKygo x Selena Gomez,1,13,10,11,3:40,100
http://www.billboard.com/charts/hot-100/2017-05-20,5/20/2017,10,It Ain't Me,Kygo x Selena Gomez,It Ain't MeKygo x Selena Gomez,1,10,10,12,3:40,100
http://www.billboard.com/charts/hot-100/2017-05-27,5/27/2017,10,iSpy,KYLE Featuring Lil Yachty,iSpyKYLE Featuring Lil Yachty,1,8,4,20,4:13,75
http://www.billboard.com/charts/hot-100/2017-06-03,6/3/2017,10,Malibu,Miley Cyrus,MalibuMiley Cyrus,1,64,10,2,3:51,140
http://www.billboard.com/charts/hot-100/2017-06-10,6/10/2017,10,It Ain't Me,Kygo x Selena Gomez,It Ain't MeKygo x Selena Gomez,1,12,10,15,3:40,100
http://www.billboard.com/charts/hot-100/2017-06-17,6/17/2017,10,Congratulations,Post Malone Featuring Quavo,CongratulationsPost Malone Featuring Quavo,2,13,10,23,3:40,123
http://www.billboard.com/charts/hot-100/2017-06-24,6/24/2017,10,Congratulations,Post Malone Featuring Quavo,CongratulationsPost Malone Featuring Quavo,2,10,10,24,3:40,123
http://www.billboard.com/charts/hot-100/2017-07-01,7/1/2017,10,XO TOUR Llif3,Lil Uzi Vert,XO TOUR Llif3Lil Uzi Vert,1,7,7,12,3:02,155
http://www.billboard.com/charts/hot-100/2017-07-08,7/8/2017,10,Stay,Zedd & Alessia Cara,StayZedd & Alessia Cara,1,8,7,17,3:24,86
http://www.billboard.com/charts/hot-100/2017-07-15,7/15/2017,10,Something Just Like This,The Chainsmokers & Coldplay,Something Just Like ThisThe Chainsmokers & Coldplay,1,9,3,19,4:07,103
http://www.billboard.com/charts/hot-100/2017-07-22,7/22/2017,10,Unforgettable,French Montana Featuring Swae Lee,UnforgettableFrench Montana Featuring Swae Lee,1,13,10,13,3:53,98
http://www.billboard.com/charts/hot-100/2017-07-29,7/29/2017,10,Body Like A Back Road,Sam Hunt,Body Like A Back RoadSam Hunt,1,8,6,24,2:45,99
http://www.billboard.com/charts/hot-100/2017-08-05,8/5/2017,10,Attention,Charlie Puth,AttentionCharlie Puth,1,13,10,13,3:28,100
http://www.billboard.com/charts/hot-100/2017-08-12,8/12/2017,10,Body Like A Back Road,Sam Hunt,Body Like A Back RoadSam Hunt,1,9,6,26,2:45,99
http://www.billboard.com/charts/hot-100/2017-08-19,8/19/2017,10,Body Like A Back Road,Sam Hunt,Body Like A Back RoadSam Hunt,1,10,6,27,2:45,99
http://www.billboard.com/charts/hot-100/2017-08-26,8/26/2017,10,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne","I'm The OneDJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",1,6,1,15,4:48,81
http://www.billboard.com/charts/hot-100/2017-09-02,9/2/2017,10,Body Like A Back Road,Sam Hunt,Body Like A Back RoadSam Hunt,1,11,6,29,2:45,99
http://www.billboard.com/charts/hot-100/2017-09-09,9/9/2017,10,Rake It Up,Yo Gotti Featuring Nicki Minaj,Rake It UpYo Gotti Featuring Nicki Minaj,1,24,10,8,4:36,150
http://www.billboard.com/charts/hot-100/2017-09-16,9/16/2017,10,Strip That Down,Liam Payne Featuring Quavo,Strip That DownLiam Payne Featuring Quavo,1,11,10,15,3:24,106
http://www.billboard.com/charts/hot-100/2017-09-23,9/23/2017,10,There's Nothing Holdin' Me Back,Shawn Mendes,There's Nothing Holdin' Me BackShawn Mendes,1,8,6,20,3:19,122
http://www.billboard.com/charts/hot-100/2017-09-30,9/30/2017,10,There's Nothing Holdin' Me Back,Shawn Mendes,There's Nothing Holdin' Me BackShawn Mendes,1,10,6,21,3:19,122
http://www.billboard.com/charts/hot-100/2017-10-07,10/7/2017,10,Feel It Still,Portugal. The Man,Feel It StillPortugal. The Man,1,14,10,14,2:34,79
http://www.billboard.com/charts/hot-100/2017-10-14,10/14/2017,10,Sorry Not Sorry,Demi Lovato,Sorry Not SorryDemi Lovato,1,15,10,12,3:23,144
http://www.billboard.com/charts/hot-100/2017-10-21,10/21/2017,10,Unforgettable,French Montana Featuring Swae Lee,UnforgettableFrench Montana Featuring Swae Lee,1,6,3,26,3:53,98
http://www.billboard.com/charts/hot-100/2017-10-28,10/28/2017,10,Unforgettable,French Montana Featuring Swae Lee,UnforgettableFrench Montana Featuring Swae Lee,1,10,3,27,3:53,98
https://www.billboard.com/charts/hot-100/2017-11-04,11/4/2017,10,Look What You Made Me Do,Taylor Swift,Look What You Made Me DoTaylor Swift,1,4,1,9,3:31,128
