url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,Length,BPM
http://www.billboard.com/charts/hot-100/2016-06-11,6/11/2016,10,Work,Rihanna Featuring Drake,WorkRihanna Featuring Drake,1,8,1,18,3:39,92
http://www.billboard.com/charts/hot-100/2016-06-18,6/18/2016,10,Just Like Fire,P!nk,Just Like FireP!nk,1,16,10,7,3:35,163
http://www.billboard.com/charts/hot-100/2016-06-25,6/25/2016,10,Just Like Fire,P!nk,Just Like FireP!nk,1,10,10,8,3:35,163
http://www.billboard.com/charts/hot-100/2016-07-02,7/2/2016,10,Don't Mind,Kent Jones,Don't MindKent Jones,1,11,10,7,3:37,100
http://www.billboard.com/charts/hot-100/2016-07-09,7/9/2016,10,Ride,twenty one pilots,Ridetwenty one pilots,1,13,10,15,3:34,75
http://www.billboard.com/charts/hot-100/2016-07-16,7/16/2016,10,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,Work From HomeFifth Harmony Featuring Ty Dolla $ign,1,7,4,18,3:34,105
http://www.billboard.com/charts/hot-100/2016-07-23,7/23/2016,10,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,Work From HomeFifth Harmony Featuring Ty Dolla $ign,1,10,4,19,3:34,105
http://www.billboard.com/charts/hot-100/2016-07-30,7/30/2016,10,Send My Love (To Your New Lover),Adele,Send My Love (To Your New Lover)Adele,2,12,10,9,3:43,164
http://www.billboard.com/charts/hot-100/2016-08-06,8/6/2016,10,Send My Love (To Your New Lover),Adele,Send My Love (To Your New Lover)Adele,2,10,10,10,3:43,164
http://www.billboard.com/charts/hot-100/2016-08-13,8/13/2016,10,Panda,Desiigner,PandaDesiigner,1,9,1,23,4:07,145
http://www.billboard.com/charts/hot-100/2016-08-20,8/20/2016,10,Send My Love (To Your New Lover),Adele,Send My Love (To Your New Lover)Adele,2,9,9,12,3:43,164
http://www.billboard.com/charts/hot-100/2016-08-27,8/27/2016,10,Needed Me,Rihanna,Needed MeRihanna,1,8,7,28,3:11,111
http://www.billboard.com/charts/hot-100/2016-09-03,9/3/2016,10,Send My Love (To Your New Lover),Adele,Send My Love (To Your New Lover)Adele,2,11,9,14,3:43,164
http://www.billboard.com/charts/hot-100/2016-09-10,9/10/2016,10,Treat You Better,Shawn Mendes,Treat You BetterShawn Mendes,1,12,10,12,3:07,83
