url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,WeeksonChart,Length,BPM
http://www.billboard.com/charts/hot-100/2015-01-03,1/3/2015,1,Blank Space,Taylor Swift,Blank SpaceTaylor Swift,1,1,1,8,3:51,96
http://www.billboard.com/charts/hot-100/2015-01-10,1/10/2015,1,Blank Space,Taylor Swift,Blank SpaceTaylor Swift,1,1,1,9,3:51,96
http://www.billboard.com/charts/hot-100/2015-01-17,1/17/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,Uptown Funk!Mark Ronson Featuring Bruno Mars,1,2,1,8,3:29,115
http://www.billboard.com/charts/hot-100/2015-01-24,1/24/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,Uptown Funk!Mark Ronson Featuring Bruno Mars,1,1,1,9,3:29,115
http://www.billboard.com/charts/hot-100/2015-01-31,1/31/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,Uptown Funk!Mark Ronson Featuring Bruno Mars,1,1,1,10,3:29,115
http://www.billboard.com/charts/hot-100/2015-02-07,2/7/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,Uptown Funk!Mark Ronson Featuring Bruno Mars,1,1,1,11,3:29,115
http://www.billboard.com/charts/hot-100/2015-02-14,2/14/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,Uptown Funk!Mark Ronson Featuring Bruno Mars,1,1,1,12,3:29,115
http://www.billboard.com/charts/hot-100/2015-02-21,2/21/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,Uptown Funk!Mark Ronson Featuring Bruno Mars,1,1,1,13,3:29,115
http://www.billboard.com/charts/hot-100/2015-02-28,2/28/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,Uptown Funk!Mark Ronson Featuring Bruno Mars,1,1,1,14,3:29,115
http://www.billboard.com/charts/hot-100/2015-03-07,3/7/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,Uptown Funk!Mark Ronson Featuring Bruno Mars,1,1,1,15,3:29,115
http://www.billboard.com/charts/hot-100/2015-03-14,3/14/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,Uptown Funk!Mark Ronson Featuring Bruno Mars,1,1,1,16,3:29,115
http://www.billboard.com/charts/hot-100/2015-03-21,3/21/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,Uptown Funk!Mark Ronson Featuring Bruno Mars,1,1,1,17,3:29,115
http://www.billboard.com/charts/hot-100/2015-03-28,3/28/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,Uptown Funk!Mark Ronson Featuring Bruno Mars,1,1,1,18,3:29,115
http://www.billboard.com/charts/hot-100/2015-04-04,4/4/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,Uptown Funk!Mark Ronson Featuring Bruno Mars,1,1,1,19,3:29,115
http://www.billboard.com/charts/hot-100/2015-04-11,4/11/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,Uptown Funk!Mark Ronson Featuring Bruno Mars,1,1,1,20,3:29,115
http://www.billboard.com/charts/hot-100/2015-04-18,4/18/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,Uptown Funk!Mark Ronson Featuring Bruno Mars,1,1,1,21,3:29,115
http://www.billboard.com/charts/hot-100/2015-04-25,4/25/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,See You AgainWiz Khalifa Featuring Charlie Puth,1,10,1,5,3:49,80
http://www.billboard.com/charts/hot-100/2015-05-02,5/2/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,See You AgainWiz Khalifa Featuring Charlie Puth,1,1,1,6,3:49,80
http://www.billboard.com/charts/hot-100/2015-05-09,5/9/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,See You AgainWiz Khalifa Featuring Charlie Puth,1,1,1,7,3:49,80
http://www.billboard.com/charts/hot-100/2015-05-16,5/16/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,See You AgainWiz Khalifa Featuring Charlie Puth,1,1,1,8,3:49,80
http://www.billboard.com/charts/hot-100/2015-05-23,5/23/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,See You AgainWiz Khalifa Featuring Charlie Puth,1,1,1,9,3:49,80
http://www.billboard.com/charts/hot-100/2015-05-30,5/30/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,See You AgainWiz Khalifa Featuring Charlie Puth,1,1,1,10,3:49,80
http://www.billboard.com/charts/hot-100/2015-06-06,6/6/2015,1,Bad Blood,Taylor Swift Featuring Kendrick Lamar,Bad BloodTaylor Swift Featuring Kendrick Lamar,3,53,1,4,3:31,170
http://www.billboard.com/charts/hot-100/2015-06-13,6/13/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,See You AgainWiz Khalifa Featuring Charlie Puth,1,2,1,12,3:49,80
