url,WeekID,WeekPosition,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,Length,BPM
11,7/2/2016,11,11,11,11,11,11,11,11,11,11
11,7/9/2016,11,11,11,11,11,11,11,11,11,11
11,7/16/2016,11,11,11,11,11,11,11,11,11,11
11,7/23/2016,11,11,11,11,11,11,11,11,11,11
11,7/30/2016,11,11,11,11,11,11,11,11,11,11
11,8/6/2016,11,11,11,11,11,11,11,11,11,11
11,8/13/2016,11,11,11,11,11,11,11,11,11,11
11,8/20/2016,11,11,11,11,11,11,11,11,11,11
11,8/27/2016,11,11,11,11,11,11,11,11,11,11
11,9/3/2016,11,11,11,11,11,11,11,11,11,11
11,9/10/2016,11,11,11,11,11,11,11,11,11,11
11,9/17/2016,11,11,11,11,11,11,11,11,11,11
11,9/24/2016,11,11,11,11,11,11,11,11,11,11
11,10/1/2016,11,11,11,11,11,11,11,11,11,11
11,10/8/2016,11,11,11,11,11,11,11,11,11,11
11,10/15/2016,11,11,11,11,11,11,11,11,11,11
11,10/22/2016,11,11,11,11,11,11,11,11,11,11
11,10/29/2016,11,11,11,11,11,11,11,11,11,11
11,11/5/2016,11,11,11,11,11,11,11,11,11,11
11,11/12/2016,11,11,11,11,11,11,11,11,11,11
11,11/19/2016,11,11,11,11,11,11,11,11,11,11
11,11/26/2016,11,11,11,11,11,11,11,11,11,11
11,12/3/2016,11,11,11,11,11,11,11,11,11,11
11,12/10/2016,11,11,11,11,11,11,11,11,11,11
11,12/17/2016,11,11,11,11,11,11,11,11,11,11
11,12/24/2016,11,11,11,11,11,11,11,11,11,11
11,12/31/2016,11,11,11,11,11,11,11,11,11,11
11,1/7/2017,11,11,11,11,11,11,11,11,11,11
11,1/14/2017,11,11,11,11,11,11,11,11,11,11
11,1/21/2017,11,11,11,11,11,11,11,11,11,11
11,1/28/2017,11,11,11,11,11,11,11,11,11,11
11,2/4/2017,11,11,11,11,11,11,11,11,11,11
11,2/11/2017,11,11,11,11,11,11,11,11,11,11
11,2/18/2017,11,11,11,11,11,11,11,11,11,11
11,2/25/2017,11,11,11,11,11,11,11,11,11,11
11,3/4/2017,11,11,11,11,11,11,11,11,11,11
11,3/11/2017,11,11,11,11,11,11,11,11,11,11
11,3/18/2017,11,11,11,11,11,11,11,11,11,11
11,3/25/2017,11,11,11,11,11,11,11,11,11,11
11,4/1/2017,11,11,11,11,11,11,11,11,11,11
11,4/8/2017,11,11,11,11,11,11,11,11,11,11
11,4/15/2017,11,11,11,11,11,11,11,11,11,11
11,4/22/2017,11,11,11,11,11,11,11,11,11,11
11,4/29/2017,11,11,11,11,11,11,11,11,11,11
11,5/6/2017,11,11,11,11,11,11,11,11,11,11
11,5/13/2017,11,11,11,11,11,11,11,11,11,11
11,5/20/2017,11,11,11,11,11,11,11,11,11,11
11,5/27/2017,11,11,11,11,11,11,11,11,11,11
11,6/3/2017,11,11,11,11,11,11,11,11,11,11
11,6/10/2017,11,11,11,11,11,11,11,11,11,11
11,6/17/2017,11,11,11,11,11,11,11,11,11,11
11,6/24/2017,11,11,11,11,11,11,11,11,11,11
11,7/1/2017,11,11,11,11,11,11,11,11,11,11
11,7/8/2017,11,11,11,11,11,11,11,11,11,11
11,7/15/2017,11,11,11,11,11,11,11,11,11,11
11,7/22/2017,11,11,11,11,11,11,11,11,11,11
11,7/29/2017,11,11,11,11,11,11,11,11,11,11
11,8/5/2017,11,11,11,11,11,11,11,11,11,11
11,8/12/2017,11,11,11,11,11,11,11,11,11,11
11,8/19/2017,11,11,11,11,11,11,11,11,11,11
http://www.billboard.com/charts/hot-100/2017-08-26,8/26/2017,8,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,14,8,6,3:43,125
http://www.billboard.com/charts/hot-100/2017-09-02,9/2/2017,3,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,8,3,7,3:43,125
http://www.billboard.com/charts/hot-100/2017-09-09,9/9/2017,3,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,3,3,8,3:43,125
http://www.billboard.com/charts/hot-100/2017-09-16,9/16/2017,3,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,3,3,9,3:43,125
http://www.billboard.com/charts/hot-100/2017-09-23,9/23/2017,2,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,3,2,10,3:43,125
http://www.billboard.com/charts/hot-100/2017-09-30,9/30/2017,2,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,2,2,11,3:43,125
http://www.billboard.com/charts/hot-100/2017-10-07,10/7/2017,1,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,2,1,12,3:43,125
http://www.billboard.com/charts/hot-100/2017-10-14,10/14/2017,1,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,1,1,13,3:43,125
http://www.billboard.com/charts/hot-100/2017-10-21,10/21/2017,1,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,1,1,14,3:43,125
http://www.billboard.com/charts/hot-100/2017-10-28,10/28/2017,2,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,1,1,15,3:43,125
https://www.billboard.com/charts/hot-100/2017-11-04,11/4/2017,2,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,2,1,16,3:43,125
https://www.billboard.com/charts/hot-100/2017-11-11,11/11/2017,2,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,2,1,17,3:43,125
https://www.billboard.com/charts/hot-100/2017-11-18,11/18/2017,3,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,2,1,18,3:43,125
https://www.billboard.com/charts/hot-100/2017-11-25,11/25/2017,3,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,3,1,19,3:43,125
https://www.billboard.com/charts/hot-100/2017-12-02,12/2/2017,5,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,3,1,20,3:43,125
https://www.billboard.com/charts/hot-100/2017-12-09,12/9/2017,6,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,5,1,21,3:43,125
https://www.billboard.com/charts/hot-100/2017-12-16,12/16/2017,7,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,6,1,22,3:43,125
https://www.billboard.com/charts/hot-100/2017-12-23,12/23/2017,9,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,7,1,23,3:43,125
11,12/30/2017,11,11,11,11,11,11,11,11,11,11
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,10,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,12,1,25,3:43,125
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,10,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,10,1,26,3:43,125
11,1/20/2018,11,11,11,11,11,11,11,11,11,11
11,1/27/2018,11,11,11,11,11,11,11,11,11,11
11,2/3/2018,11,11,11,11,11,11,11,11,11,11
11,2/10/2018,11,11,11,11,11,11,11,11,11,11
11,2/17/2018,11,11,11,11,11,11,11,11,11,11
11,2/24/2018,11,11,11,11,11,11,11,11,11,11
11,3/3/2018,11,11,11,11,11,11,11,11,11,11
11,3/10/2018,11,11,11,11,11,11,11,11,11,11
11,3/17/2018,11,11,11,11,11,11,11,11,11,11
11,3/24/2018,11,11,11,11,11,11,11,11,11,11
11,3/31/2018,11,11,11,11,11,11,11,11,11,11
11,4/7/2018,11,11,11,11,11,11,11,11,11,11
11,4/14/2018,11,11,11,11,11,11,11,11,11,11
11,4/21/2018,11,11,11,11,11,11,11,11,11,11
11,4/28/2018,11,11,11,11,11,11,11,11,11,11
11,5/5/2018,11,11,11,11,11,11,11,11,11,11
11,5/12/2018,11,11,11,11,11,11,11,11,11,11
11,5/19/2018,11,11,11,11,11,11,11,11,11,11
11,5/26/2018,11,11,11,11,11,11,11,11,11,11
11,6/2/2018,11,11,11,11,11,11,11,11,11,11
11,6/9/2018,11,11,11,11,11,11,11,11,11,11
11,6/16/2018,11,11,11,11,11,11,11,11,11,11
11,6/23/2018,11,11,11,11,11,11,11,11,11,11
11,6/30/2018,11,11,11,11,11,11,11,11,11,11
11,7/7/2018,11,11,11,11,11,11,11,11,11,11
11,7/14/2018,11,11,11,11,11,11,11,11,11,11
11,7/21/2018,11,11,11,11,11,11,11,11,11,11
11,7/28/2018,11,11,11,11,11,11,11,11,11,11
11,8/4/2018,11,11,11,11,11,11,11,11,11,11
11,8/11/2018,11,11,11,11,11,11,11,11,11,11
11,8/18/2018,11,11,11,11,11,11,11,11,11,11
11,8/25/2018,11,11,11,11,11,11,11,11,11,11
11,9/1/2018,11,11,11,11,11,11,11,11,11,11
11,9/8/2018,11,11,11,11,11,11,11,11,11,11
11,9/15/2018,11,11,11,11,11,11,11,11,11,11
11,9/22/2018,11,11,11,11,11,11,11,11,11,11
11,9/29/2018,11,11,11,11,11,11,11,11,11,11
11,10/6/2018,11,11,11,11,11,11,11,11,11,11
11,10/13/2018,11,11,11,11,11,11,11,11,11,11
11,10/20/2018,11,11,11,11,11,11,11,11,11,11
11,10/27/2018,11,11,11,11,11,11,11,11,11,11
11,11/3/2018,11,11,11,11,11,11,11,11,11,11
11,11/10/2018,11,11,11,11,11,11,11,11,11,11
11,11/17/2018,11,11,11,11,11,11,11,11,11,11
11,11/24/2018,11,11,11,11,11,11,11,11,11,11
11,12/1/2018,11,11,11,11,11,11,11,11,11,11
11,12/8/2018,11,11,11,11,11,11,11,11,11,11
11,12/15/2018,11,11,11,11,11,11,11,11,11,11
11,12/22/2018,11,11,11,11,11,11,11,11,11,11
11,12/29/2018,11,11,11,11,11,11,11,11,11,11
